profile,scenario,variable_value,trial,latency_ms,memory_mb,tokens,cache_hit_rate
Baseline v1.0,server_scaling,40,26,171.0467000002609,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,27,170.39549999935844,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,28,170.18970000026457,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,29,171.07169999962935,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,30,170.37400000026537,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,50,1,184.97059999936027,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,2,186.16779999956634,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,3,169.7223999999551,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,4,186.51539999973465,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,5,185.49110000003566,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,6,184.84689999968396,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,7,187.24859999929322,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,8,185.86649999997462,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,9,186.3351000001785,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,10,185.24600000000646,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,11,170.47339999953692,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,12,185.981399999946,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,13,185.2496000001338,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,14,184.03490000036982,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,15,184.81030000020837,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,16,185.4300000004514,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,17,185.56960000023537,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,18,186.14499999966938,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,19,185.0881999998819,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,20,185.48370000007708,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,21,184.49609999970562,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,22,185.8380000003308,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,23,185.29769999986456,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,24,186.0726999993858,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,25,185.57620000046882,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,26,185.91180000021268,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,27,185.25019999924552,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,28,186.15629999931116,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,29,185.74199999966368,5.340576171875e-05,5947,0.0
Baseline v1.0,server_scaling,50,30,186.74109999938082,5.340576171875e-05,5947,0.0
OPT1: Context Compression,server_scaling,1,1,77.71789999969769,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,2,77.6136000004044,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,3,77.2426000003179,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,4,77.07769999979064,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,5,77.77509999959875,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,6,78.49499999974796,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,7,77.61810000010883,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,8,77.86740000028658,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,9,77.2900000001755,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,10,77.14479999958712,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,11,77.11090000066179,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,12,77.63210000030085,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,13,76.9107999994958,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,14,76.66749999953026,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,15,77.23299999997835,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,16,77.23499999974592,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,17,77.44360000015149,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,18,76.98989999971673,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,19,78.75499999954627,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,20,77.26910000019416,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,21,77.27129999966564,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,22,77.50779999969382,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,23,77.4226000003182,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,24,77.94780000040191,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,25,77.4029000003793,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,26,77.17430000047898,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,27,77.22030000059021,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,28,77.7501000002303,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,29,77.09040000008827,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,1,30,77.23239999995712,4.9591064453125e-05,1052,0.0
OPT1: Context Compression,server_scaling,5,1,78.0217999999877,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,2,77.9221000002508,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,3,78.12040000044362,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,4,77.13289999992412,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,5,77.46709999992163,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,6,77.92270000027202,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,7,77.36560000012105,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,8,78.14869999947405,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,9,77.53560000037396,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,10,77.01260000067123,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,11,77.82719999977417,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,12,77.78180000059365,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,13,78.01610000024084,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,14,77.44139999977051,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,15,78.00090000000637,4.9591064453125e-05,1136,0.0
